uid;designation;ingredients
c2ef743e-f3f2-4e8a-aab0-1e6cbeb71666;Gâteau aux céréales et aux graines de tournesol caramélisées 700 g KERCADELAC;Farine de BLÉ 20% - Huile de colza - OEUFS entiers 17,5% - Sucre - Graines de tournesol caramélisées (graines de tournesol 3,5%, sucre) - Stabilisant : glycérol - Farine de BLÉ complet 4,5% - Poudres à lever : diphosphates, carbonates de sodium - Flocons d'AVOINE 1% - Poudre de LAIT écrémé - Protéines de LAIT - Emulsifiants : mono- et diglycérides d'acides gras (origine végétale) - Sel - Arômes naturels (contient alcool).
42094f22-5907-4089-bdaf-0a19ff09b3fe;Semoule de blé fine en sac 5 kg PANZANI;- 100% Semoule de blé dur de qualité supérieure
87bfbb2c-2c7e-4a1a-a3c6-fca5b31cc748;Pain de campagne en sac 10 kg COMPLET;Farine de FROMENT, farine de SEIGLE, sel, levain de SEIGLE déshydraté désactivé, émulsifiant : E471, farine de malt de SEIGLE, farine maltée de FROMENT, farine maltée d'ORGE, dextrose, agents de traitement de la farine : E300, enzymes.
81806e03-18db-4b56-b058-4711c9a59aeb;Crème de vinaigre soja gingembre en bouteille 320 g SENS GOURMET;Sauce soja 35%, (eau, germes de soja, blé, sel 14.6%), vinaigre balsamique de Modène, vinaigre de VIN, concentré de jus de raisin, colorant E150d, eau, sirop de glucose, gingembre 4% amidon de maïs modifié, sucre, agent épaississant : gomme de xanthane,
6084c4f3-f7bb-4ca7-a817-b5a887fc99df;Concentré liquide champignons en bouteille 980 ml CHEF;Champignons réhydratés 40% (champignon de Paris, Shiitake, bolet jaune), sel, eau, extrait de levure, concentré de champignon de Paris 8%, sucre, sirop de glucose, oignon en poudre, ail en poudre, arôme naturel, arôme, acidifiant (acide citrique), stabilisant (gomme xanthane).
536361db-1bbb-4e64-ae53-d970eeac7db2;SUCRE VANILLINÉ;Sucre, amidon de maïs, arôme vanille
f517bfbb-766b-47f2-977c-3871ec3c0519;Schweppes agrum' zéro en bouteille 50 cl SCHWEPPES;eau gazéifiée, extraits d'orange, acidifiant: acide citrique, édulcorants: acésulfame K et sucralose, conservateur: sorbate de potassium, arômes naturels d'agrumes avec autres arômes naturels, amidon modifié, antioxydant: acide ascorbique, stabilisant: E445.
d4678d05-813c-4c50-86d9-fee134fb8c3e;Assortiment de barres et billes chocolatées en boîte-présentoir de 53 MARS CHOCOLAT;sucre, sirop de glucose, farine de blé (17%), matière grasse de palme, beurre de cacao, lait écrémé en poudre, pâte de cacao, lactose, beurre concentré (lait), petit-lait en poudre, cacao maigre, sel, émulsifiant (lécithine de soja), poudre à lever (E500), extrait naturel de vanille. (Peut contenir: noisette, amande, gluten (orge, avoine)).
5c877352-a408-409e-bb6d-15ae7b7ddcda;Garniture citron en bac plastique 1,1 kg LEONCE BLANC;"Sucre, eau, jus de citron à base de concentré 18,2%, sirop de glucose, graisse de coco (coprah), épaississants : amidon modifié de maïs et pectines, émulsifiant : mono et diglycérides d'acides gras, arôme naturel, conservateur : sorbate de potassium, acidifiant : acide citrique, colorants : béta-carotène ; huile de tournesol et E1450."
b29b153c-7244-4bdd-8d36-b5292dcd474b;Compote de pomme allégée en boîte 5/1 EPISAVEURS;
51cfd031-f398-47b4-b903-1bc4d80cee11;Café soluble Classic en poche 500 g L'OR;
8065d46f-0731-4018-9bcb-f654466badb0;Lentille préparée en boîte 4/4 MAINGOURD;Lentilles, eau, sel, arôme naturel (céleri)
c4afd49b-aac9-4071-a168-d0ba79ab93e6;Confiture extra de fraise en pot verre 30 g BONNE MAMAN;Fraises , sucre, sucre roux de canne, jus de citrons concentré, gélifiant: pectine de fruits.
7961fa7f-d02b-4129-9aa5-0347b55444e9;Sel fin en sac 25 kg SALINE EINVILLE;sel, antiagglomérant E536 ou E535
a552d585-cb45-43bc-8fb9-1d208485d16c;Poivron rouge entier en boîte 1/2 COHEVI;
e521bd01-f2bb-4e00-9ae0-0151a1c7a047;Préparation en poudre pour boisson instantanée sucrée Gycao en dose 20 g SAGY;"Sucre, cacao maigre en poudre (beurre de cacao : 11% minimum), arôme vanille.
Cacao : 32% minimum"
a646584c-6f43-4834-b0aa-106d52736bf6;Curry biryani doux en flacon 280 g DUCROS;Oignon déshydraté (16%), graine de coriandre, sel, cumin (10,6%), graine de moutarde brune (8,2%), ail déshydraté, gingembre, extrait de levure, fenouil, laurier, curcuma, poivre noir, cannelle, colorant: curcumine, feuille de coriandre, piment.
a16b5029-fa2a-455f-83ab-eadfddeec7ad;FARINE DE SARRASIN, 1KG;Farine de Sarrasin
c9231dab-79db-47b5-a44f-13d0576296be;Chamallows Rainbollows en boîte 1,05 kg HARIBO;"sucre; sirop de glucose; eau; humectant: sirop de sorbitol; gélatine; concentrés de fruits et de plantes: carthame; arôme; colorants: curcumine, carmins, bleu patenté V."
d9b31517-854d-4504-9a09-afabfe05f434;ALSA POT DE CRÈME FRUITS ROUGES 560G 48 PORTIONS;"sucre
dextrose
amidon de maïs
1,4% myrtille en poudre
gélifiant (carraghénanes)
0,7% fraise en poudre
maltodextrine
épaississant (gomme xanthane)
0,4% framboise en poudre
colorant (carmins)
extrait de paprika
arômes
Traces éventuelles de (GLUTEN, OEUF, FRUITS À COQUE, SOJA, LAIT)"
fbfe2f2e-9a5d-42ed-9769-a28f391dc54f;Haricots beurres fins en boîte 5/1 DAUCY;Haricots beurre, eau, sel
92dc0ce4-d80e-4dfc-ac5e-536124871c5b;Sauce hamburger en pot 3 L COLONA;Huile de colza (70.45 %), jaunes d'oeufs (6.2 %), purée de tomates, eau, vinaigre, câpres (2.8 %) (câpres, eau, sel), cornichons (2.8 %) (cornichons, vinaigre, sel), sucre, sel, amidon modifié, acidifiant : glucono-delta-lactone, conservateur : sorbate de potassium, antioxydant : E385 (74 mg/kg), épice, arôme naturel aneth.
dc536305-82fd-4afe-a472-5056ca0e21ea;Potagère de légumes hyposodée en sachet 80 g NEFF MADA;Légumes 43,2 % (pomme de terre, oignon, carotte, tomate, poireau) - Amidon modifié de pomme de terre - Extrait de levure - Sirop de glucose de maïs - Huile de colza - Sucre - Arôme naturel - Ail - Curcuma.
93e5d2af-10c5-4853-a437-b013673310cb;Riz long de Camargue IGP en sac 5 kg CANAVERE;
f47eaa5d-706a-4def-8de8-088e93ae6822;Sauce vinaigrette au soja en bouteille 750 ml SAUCES ET CREATIONS;huile de colza, vinaigre balsamique (vinaigre de vin, moût de raisins, colorant : E150d, sulfites), sauce soja 15% (eau, soja, farine de blé (contient gluten), sel) , sucre, jus concentré de citron vert, gingembre (contient sulfites), épaississant : gomme xanthane.
d59d96cb-0230-4090-8220-78ce8496fd91;Sauce 3 poivres BIO en seau 560 g NEFF MADA;"Amidon de maïs* - Lait écrémé* - Sel - Fécule de pomme de terre* - Tomate* - Oignon* - Arômes naturels - Poivres* 3 % (poivre vert*, poivre blanc*, poivre noir*) - Huile de tournesol* - Extrait de levure* - Sucre caramélisé* - Ail* - Maltodextrine de maïs*.
* issus de l'agriculture biologique"
a43ce1f2-76bd-4000-93c6-5b75c5a02d71;CERNEAUX DE NOIX EXTRA MOITIÉ IMPORT SACHET 1 KG SOVECOPE;
2ba0e56b-946a-409b-aa2b-75046a227ba7;Délichoc en étui 25 g DELACRE;"chocolat au lait (38%)(sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, beurre pâtissier, émulsifiant: lécithine de soja, arôme) - farine de blé - sucre - graisse végétale (palme, colza) - sel - lactose et protéines de lait - lait entier en poudre - émulsifiant: lécithine de soja - poudres à lever: carbonates de sodium, carbonates d'ammonium, diphosphate disodique - noix de coco - arôme - oeuf entier en poudre.
Peut contenir des traces de sésame, de fruits à coque, d'avoine, d'orge et d'autres glutens."
256b0cda-a0c3-476b-b447-687d03a3d4a5;HUILE DE PALME RAFFINÉE 10 KG;Graisse végétale (palme)
44dca74d-633e-4989-b1b9-2536c832829e;Pâte d'amande blanche 33% en pot 1 kg CAULLET;
e71ffb05-9167-4cf7-bfb8-4124b9876568;Bouillon de légumes BIO en boîte 1 kg KNORR;"sel de mer, maltodextrine*, graisse de palme*, extrait de levure*, amidon de pomme de terre*, sucre de canne*, légumes* (3.4%) (oignon*, carotte*), sel, livèche*, persil*, curcuma*.
* Ingrédients issus de l'agriculture biologique"
3f62240a-8907-47b0-9483-d4a0fb796bf7;Mélange sel poivre en sachet 1 kg DUCROS;Sel (90%), poivre noir (10%).
a4ce6e0a-e100-453b-9321-e0f87d8b34c8;Sauce barbecue en distributeur 6 kg LESIEUR;Purée de tomate mi-réduite (38%), sucre, vinaigre, sirop de glucose, sel, amidon modifié, ail, arôme de fumée (contient du gluten), colorant : caramel E 150c, acidifiant : acide citrique, conservateur : sorbate de potassium, épices.
c5344fe1-ac16-4630-824e-6036ae491399;KETCHUP EN COUPELLE 20G SOREAL ILOU;Eau, purée de tomate à base de concentré*, sucre, vinaigre, amidon modifié de maïs, sel, conservateurs : E202-E211, arôme naturel
a6678488-9471-43f8-93d4-787922950b60;Confiture d' abricot en bocal 1 kg BERGER DE FRUIT;Sirop de glucose-fructose, abricots, sucre, acidifiant : acide citrique, gélifiant : pectine de fruits.
6dc9277e-3cd7-415b-a4c7-33ec3a0ba705;Curry saveur brute en boîte 260 g DUCROS;Graine de coriandre (19,5%), ail déshydraté, curcuma (14,5%), cumin (13,5%), gingembre, graine de moutarde, piment, fenugrec, sel, macis, oignon déshydraté, fenouil, piment de la Jamaïque, girofle, laurier.
d5f1fddc-8be7-4acd-a138-4a13ba4d26bf;Pur jus de pomme pressée BIO en bouteille 33 cl PAGO;
640a1de9-19ad-488e-953c-7efd773695f1;BRIOCHE BIO;farine de froment - bio, sucre - bio, oeuf entier en poudre-bio, dextrose-bio, poudre de lait entier bio, sel, gluten de froment-bio, levain de blé déshydraté désactivé-bio, farine de froment prégélatinisée-bio, farine maltée de froment - bio, agent(s) de traitement de la farine: acide ascorbique, alpha-amylase, hémicellulase
12e1104b-3fdf-4412-b36c-89e2ee906989;Curry vert en sachet 500 g TERRE EXOTIQUE;Paprika, coriandre, céleri, estragon, gingembre, citronnelle
71f0f1e7-2479-453c-891d-5fb606cede0a;MOELLEUX CHOCOLAT BIO 1,4 KG NATALI PRO;"Chocolat en poudre*° (73%) (sucre roux de canne*°, poudre de cacao*° 41% minimum), farine de BLÉ T65*, farine de graines de guar*, sel de Guérande.
* Produits issus de l'Agriculture Biologique.
° Ingrédients issus du commerce Équitable. 73.4% des ingrédients d'origine agricole sont issus du commerce équitable (Sucre : Paraguay ; Cacao : République Dominicaine)."
7f622727-e4ad-45cc-9af4-4509acf91154;SAUCE HOLLANDAISE CHEF BRIQUE 1L;Eau, huile de tournesol, beurre 9,5 %, jaune d'oeuf 6 %, amidon modifié, sel, jus de citron concentré, amidon de maïs, épaississants (gomme guar, gomme xanthane), protéines de pois, sucre, arôme naturel, curcuma, extrait de paprika.
46211a29-279c-4c8f-9f06-635d61f83d66;Chocolat noir Force Noire 50% de cacao en pistoles en sac 5 kg CACAO BARRY;"pâte de cacao 50,5% ; sucre 47,5% ; beurre de cacao 1,5% ; émulsifiant: lécithine de soja <1% ; arôme naturel de vanille <1%"
a3d51821-275c-4471-8df4-b1fa1efede25;Purée d'épinard sans sel ajouté en sachet 1 kg NEFF MADA;Pommes de terre 59,5 % - Epinards 40 % - Amidon de maïs - Sirop de glucose de maïs - Huile de colza - Emulsifiants : E322, E471 - Stabilisant : E450i - Acidifiant : E330 - Curcuma - Conservateur : E223 - Antioxygène : E304.
3ca3e5e8-2de7-4c1f-9f9d-28e5235f83b3;1883 PASSION 100 CL;SUCRE DE CANNE, EAU, JUS DE FRUIT DE LA PASSION A BASE DE CONCENTRE (10%), ACIDIFIANT : ACIDE CITRIQUE, AROMES, COLORANT : BETA CAROTENE, STABILISANT: E 445.
b4b57208-278a-489e-9814-f8a5ae5f44cf;Mélange tradition en sac 2,5 kg VIVIEN PAILLE;Semoule de blé dur (71%), lentilles vertes précuites (6%), arômes naturels, flocon de soja (3%), carotte deshydratée (3%), petits pois deshydraté (2%), oignon rissolé deshydraté (1%) (oignon, huile de tournesol, antioxydant : extrait de romarin), huile de colza (1%), oignon déshydraté (1%), flocon d'orge (1%), flocon d'avoine (1%), poireau deshydraté.
7c709a5e-b913-4a02-9396-a6469b09482a;Mini-bonbons aux fruits en sachet 1 kg SKENDY;SIROP DE GLUCOSE / SUCRE / AROMES / ACIDIFIANT: ACIDE CITRIQUE E 330 / CONCENTRES (CASSIS, CAROTTE, POMME, CARTHAME, SPIRULINE, HIBISCUS)
c5dee4ab-9f57-4533-9f89-e216ee110f68;FARINE DE BLÉ TYPE 45, 25KG;Farine de blé T45
e67341d8-350f-46f4-9154-4dbbb8035621;PRÉPARATION POUR CRÈME BRÛLÉE BIO 6L;"Sucre roux de canne*° (64%), amidon de maïs*, poudre de LAIT écrémé*, poudre d'OEUFS entiers*, gélifiants : carraghénanes, agar-agar* ; arôme naturel de vanille* et autres arômes naturels*, poudre de gousses de vanille*, curcuma*.
* Produits issus de l'Agriculture Biologique.
° Ingrédient issu du commerce équitable. 65.1% des ingrédients d'origine agricole sont issus du commerce équitable (Sucre : Paraguay)."
a8f6f672-20ac-4ff8-a8f2-3bc4306c8df3;Céréales instantanées en poudre saveur caramel en boîte 400 g BLEDINA;Farine 87,1 % (Blé (GLUTEN), Blé hydrolysé (GLUTEN)) - Sucre - Caramel 5,00 % - Arôme - Vitamines (C, B1) - Diphosphate ferrique
0faad739-ea8c-4f03-b62e-51ee592a0546;FARINE DE BLÉ TYPE 45, 10KG;Farine de blé T45
